documento,numero,fecha,grupo1,tipo,pedido,numpedido
18005799,1983.63,09/08/18,PACO CANTERO,Factura,Pedido,20257
18005798,249.42,09/08/18,PACO CANTERO,Factura,Pedido,20565
18005797,256.93,09/08/18,PACO CANTERO,Factura,Pedido,17803
18005407,263.14,26/07/18,PACO CANTERO,Factura,Pedido,20531
18005406,766.37,26/07/18,PACO CANTERO,Factura,Pedido,19878
18005405,199.24,26/07/18,PACO CANTERO,Factura,Pedido,16383
18005404,244.18,26/07/18,PACO CANTERO,Factura,Pedido,20064
18005403,17.50,26/07/18,PACO CANTERO,Factura,Pedido,17055
18005402,1606.71,26/07/18,PACO CANTERO,Factura,Pedido,18009
18005401,430.77,26/07/18,PACO CANTERO,Factura,Pedido,20068
18005400,319.48,26/07/18,PACO CANTERO,Factura,Pedido,18354
18005399,2663.88,26/07/18,PACO CANTERO,Factura,Pedido,20113
18007317,228.39,04/10/18,PACO CANTERO,Factura,Pedido,19878
18007305,96.13,04/10/18,PACO CANTERO,Factura,Pedido,16164
18007306,113.45,04/10/18,PACO CANTERO,Factura,Pedido,20067
18007307,17.01,04/10/18,PACO CANTERO,Factura,Pedido,20169
18007308,378.16,04/10/18,PACO CANTERO,Factura,Pedido,16994
18007309,299.82,04/10/18,PACO CANTERO,Factura,Pedido,16527
18007310,4773.24,04/10/18,PACO CANTERO,Factura,Pedido,20113
18007316,1131.27,04/10/18,PACO CANTERO,Factura,Pedido,16383
18007311,713.79,04/10/18,PACO CANTERO,Factura,Pedido,18354
18007312,180.07,04/10/18,PACO CANTERO,Factura,Pedido,20068
18007315,189.20,04/10/18,PACO CANTERO,Factura,Pedido,20064
18007313,4139.06,04/10/18,PACO CANTERO,Factura,Pedido,18009
18007314,38.60,04/10/18,PACO CANTERO,Factura,Pedido,17055
18007320,387.49,04/10/18,PACO CANTERO,Factura,Pedido,18095
18002334,160.67,05/04/18,PACO CANTERO,Factura,Pedido,16211
18003804,116.30,31/05/18,PACO CANTERO,Factura,Pedido,16164
18003805,2210.77,31/05/18,PACO CANTERO,Factura,Pedido,19778
18003806,1774.19,31/05/18,PACO CANTERO,Factura,Pedido,20067
18003807,283.81,31/05/18,PACO CANTERO,Factura,Pedido,20169
18003808,376.00,31/05/18,PACO CANTERO,Factura,Pedido,20016
18003809,74.94,31/05/18,PACO CANTERO,Factura,Pedido,16994
18003810,37.79,31/05/18,PACO CANTERO,Factura,Pedido,16527
18003811,1780.78,31/05/18,PACO CANTERO,Factura,Pedido,20113
18003812,2507.69,31/05/18,PACO CANTERO,Factura,Pedido,18354
18003813,321.37,31/05/18,PACO CANTERO,Factura,Pedido,20068
18003814,806.65,31/05/18,PACO CANTERO,Factura,Pedido,18009
18003815,157.71,31/05/18,PACO CANTERO,Factura,Pedido,17055
18003816,184.91,31/05/18,PACO CANTERO,Factura,Pedido,16383
18007321,443.66,04/10/18,PACO CANTERO,Factura,Pedido,20152
18003817,359.91,31/05/18,PACO CANTERO,Factura,Pedido,19878
18003818,405.04,31/05/18,PACO CANTERO,Factura,Pedido,20531
18002333,2247.63,05/04/18,PACO CANTERO,Factura,Pedido,19926
18005411,1303.74,26/07/18,PACO CANTERO,Factura,Pedido,20257
18005410,104.65,26/07/18,PACO CANTERO,Factura,Pedido,20565
18005408,172.48,26/07/18,PACO CANTERO,Factura,Pedido,18095
18005409,41.30,26/07/18,PACO CANTERO,Factura,Pedido,17803
18006296,195.53,30/08/18,OFICINA,Factura,Pedido,17777
18008747,459.75,22/11/18,OFICINA,Factura,Pedido,17924
18004609,13.46,28/06/18,OFICINA,Factura,Pedido,17777
18004608,229.88,28/06/18,OFICINA,Factura,Pedido,17924
18006295,32.27,30/08/18,OFICINA,Factura,Pedido,20546
18004809,33.36,05/07/18,OFICINA,Factura,Pedido,20542
18000213,65.36,11/01/18,OFICINA,Factura,Pedido,17777
18003410,24.37,17/05/18,OFICINA,Factura,Pedido,20546
18003411,8.75,17/05/18,OFICINA,Factura,Pedido,17777
18006480,564.27,06/09/18,OFICINA,Factura,Pedido,20693
18005203,58.46,19/07/18,OFICINA,Factura,Pedido,17777
18005593,65.86,02/08/18,OFICINA,Factura,Pedido,20538
18006482,357.82,06/09/18,OFICINA,Factura,Pedido,20538
18003040,50.79,03/05/18,OFICINA,Factura,Pedido,17777
18006483,107.31,06/09/18,OFICINA,Factura,Pedido,20693
18005592,187.85,02/08/18,OFICINA,Factura,Pedido,20312
18001317,78.23,22/02/18,OFICINA,Factura,Pedido,17777
18004001,51.01,07/06/18,OFICINA,Factura,Pedido,20538
18007035,75.71,27/09/18,OFICINA,Factura,Pedido,20693
18004817,17.97,05/07/18,OFICINA,Factura,Pedido,17777
18007707,220.93,18/10/18,OFICINA,Factura,Pedido,17777
18004815,114.28,05/07/18,OFICINA,Factura,Pedido,20312
18004816,33.59,05/07/18,OFICINA,Factura,Pedido,20546
18000918,14.40,08/02/18,OFICINA,Factura,Pedido,17777
18003803,397.96,31/05/18,OFICINA,Factura,Pedido,17777
18004194,119.40,14/06/18,OFICINA,Factura,Pedido,17777
18008975,189.08,29/11/18,OFICINA,Factura,Pedido,20312
18003611,109.01,24/05/18,OFICINA,Factura,Pedido,20538
18003610,24.88,24/05/18,OFICINA,Factura,Pedido,20546
18005937,1773.90,16/08/18,OFICINA,Factura,Pedido,20542
18004410,4.81,21/06/18,OFICINA,Factura,Pedido,17777
18005011,42.91,12/07/18,OFICINA,Factura,Pedido,20546
18006881,83.30,20/09/18,OFICINA,Factura,Pedido,17777
18005010,210.32,12/07/18,OFICINA,Factura,Pedido,20312
18002084,350.78,22/03/18,OFICINA,Factura,Pedido,20312
18006112,11.10,23/08/18,OFICINA,Factura,Pedido,20542
18007096,431.04,27/09/18,OFICINA,Factura,Pedido,20312
18007097,138.15,27/09/18,OFICINA,Factura,Pedido,20538
18007098,182.56,27/09/18,OFICINA,Factura,Pedido,17777
18005392,28.12,26/07/18,OFICINA,Factura,Pedido,17777
18000724,256.10,01/02/18,OFICINA,Factura,Pedido,17777
18005781,34.31,09/08/18,OFICINA,Factura,Pedido,17777
18002312,2.97,05/04/18,OFICINA,Factura,Pedido,17777
18006626,1092.60,13/09/18,OFICINA,Factura,Pedido,20693
18008748,18.79,22/11/18,OFICINA,Factura,Pedido,20542
18008749,125.33,22/11/18,OFICINA,Factura,Pedido,17777
18009169,498.73,05/12/18,OFICINA,Factura,Pedido,17924
18004639,169.95,04/07/18,OFICINA,Factura,Pedido,20538
18007304,68.55,04/10/18,OFICINA,Factura,Pedido,17777
18000549,323.67,25/01/18,OFICINA,Factura,Pedido,17924
18003214,39.03,10/05/18,OFICINA,Factura,Pedido,20312
18001127,102.55,15/02/18,OFICINA,Factura,Pedido,17777
18000212,607.96,11/01/18,OFICINA 3,Factura,Pedido,19951
18006294,165.49,30/08/18,OFICINA 3,Factura,Pedido,19951
18000382,21.50,18/01/18,OFICINA 3,Factura,Pedido,19951
18009722,947.79,27/12/18,OFICINA 3,Factura,Pedido,19303
18001116,795.69,15/02/18,OFICINA 2,Factura,Pedido,19890
18005780,948.62,09/08/18,OFICINA 2,Factura,Pedido,19890
18002336,4951.56,06/04/18,OFICINA,Factura,Pedido,19561
18005388,1357.99,26/07/18,OFICINA,Factura,Pedido,16922
18005389,473.89,26/07/18,OFICINA,Factura,Pedido,19680
18005390,605.77,26/07/18,OFICINA,Factura,Pedido,20672
18005391,26672.12,26/07/18,OFICINA,Factura,Pedido,20601
18008535,5182.48,15/11/18,OFICINA,Factura,Pedido,16922
18008536,214.02,15/11/18,OFICINA,Factura,Pedido,19618
18008537,1532.33,15/11/18,OFICINA,Factura,Pedido,19260
18008538,1023.85,15/11/18,OFICINA,Factura,Pedido,20298
18001903,17.49,20/03/18,OFICINA,Factura,Pedido,20552
18001897,4505.08,16/03/18,OFICINA,Factura,Pedido,19561
18001880,409.05,15/03/18,OFICINA,Factura,Pedido,19736
18001879,105.44,15/03/18,OFICINA,Factura,Pedido,19260
18001878,26.28,15/03/18,OFICINA,Factura,Pedido,19618
18001877,348.96,15/03/18,OFICINA,Factura,Pedido,20320
18001876,16.20,15/03/18,OFICINA,Factura,Pedido,19680
18001875,317.25,15/03/18,OFICINA,Factura,Pedido,16922
18005414,226.59,26/07/18,OFICINA,Factura,Pedido,20601
18005415,20.40,30/07/18,OFICINA,Factura,Pedido,29999
18005416,5027.13,30/07/18,OFICINA,Factura,Pedido,19561
18005419,6776.55,01/08/18,OFICINA,Factura,Pedido,19627
18008570,4500.00,16/11/18,OFICINA,Factura,Pedido,18899
18008573,25.64,20/11/18,OFICINA,Factura,Pedido,20621
18008574,1358.60,21/11/18,OFICINA,Factura,Pedido,18130
18008577,389.96,22/11/18,OFICINA,Factura,Pedido,20425
18001728,1.50,15/03/18,OFICINA,Factura,Pedido,29999
18001714,205.11,15/03/18,OFICINA,Factura,Pedido,20526
18001713,5303.57,15/03/18,OFICINA,Factura,Pedido,19561
18001712,51.81,14/03/18,OFICINA,Factura,Pedido,20587
18001710,4500.00,13/03/18,OFICINA,Factura,Pedido,18899
18001708,119.89,12/03/18,OFICINA,Factura,Pedido,20582
18002311,459.17,05/04/18,OFICINA,Factura,Pedido,19736
18002310,44.67,05/04/18,OFICINA,Factura,Pedido,20465
18002309,51.41,05/04/18,OFICINA,Factura,Pedido,20592
18002308,393.70,05/04/18,OFICINA,Factura,Pedido,16922
18008327,4502.99,08/11/18,OFICINA,Factura,Pedido,16922
18008328,20.50,08/11/18,OFICINA,Factura,Pedido,20601
18008329,314.80,08/11/18,OFICINA,Factura,Pedido,17720
18008330,76.59,08/11/18,OFICINA,Factura,Pedido,20736
18008331,748.61,08/11/18,OFICINA,Factura,Pedido,19260
18008332,425.44,08/11/18,OFICINA,Factura,Pedido,20540
18008372,411.99,14/11/18,OFICINA,Factura,Pedido,20621
18002133,480.10,05/04/18,OFICINA,Factura,Pedido,19561
18002132,165.91,04/04/18,OFICINA,Factura,Pedido,20588
18002120,4.00,03/04/18,OFICINA,Factura,Pedido,29999
18002119,13.95,03/04/18,OFICINA,Factura,Pedido,29999
18002117,13218.80,03/04/18,OFICINA,Factura,Pedido,19627
18002116,971.38,02/04/18,OFICINA,Factura,Pedido,19851
18002115,3591.03,02/04/18,OFICINA,Factura,Pedido,19561
18002114,2394.85,02/04/18,OFICINA,Factura,Pedido,19561
18002113,5971.43,02/04/18,OFICINA,Factura,Pedido,19561
18002112,4259.53,02/04/18,OFICINA,Factura,Pedido,19561
18002111,4539.52,02/04/18,OFICINA,Factura,Pedido,19561
18002110,60.72,28/03/18,OFICINA,Factura,Pedido,19736
18002109,158.66,28/03/18,OFICINA,Factura,Pedido,20592
18002107,23435.62,26/03/18,OFICINA,Factura,Pedido,20581
18002105,16.32,26/03/18,OFICINA,Factura,Pedido,29999
18002104,382.26,26/03/18,OFICINA,Factura,Pedido,29999
18002082,108.81,22/03/18,OFICINA,Factura,Pedido,19736
18002081,700.07,22/03/18,OFICINA,Factura,Pedido,19260
18002080,150.00,22/03/18,OFICINA,Factura,Pedido,20588
18002079,140.66,22/03/18,OFICINA,Factura,Pedido,16922
18004814,141.96,05/07/18,OFICINA,Factura,Pedido,16922
18004842,6290.58,09/07/18,OFICINA,Factura,Pedido,19627
18004843,4500.00,10/07/18,OFICINA,Factura,Pedido,18899
18003851,736.55,07/06/18,OFICINA,Factura,Pedido,20632
18003838,292.09,05/06/18,OFICINA,Factura,Pedido,20298
18004849,82.97,11/07/18,OFICINA,Factura,Pedido,20601
18003836,967.69,05/06/18,OFICINA,Factura,Pedido,20618
18003835,41.86,05/06/18,OFICINA,Factura,Pedido,29999
18003834,9.82,05/06/18,OFICINA,Factura,Pedido,29999
18003832,624.29,04/06/18,OFICINA,Factura,Pedido,20519
18003830,4509.55,01/06/18,OFICINA,Factura,Pedido,20439
18003802,0.75,31/05/18,OFICINA,Factura,Pedido,29999
18003801,386.17,31/05/18,OFICINA,Factura,Pedido,19736
18003800,33.47,31/05/18,OFICINA,Factura,Pedido,19260
18003799,8.14,31/05/18,OFICINA,Factura,Pedido,19351
18003798,92.04,31/05/18,OFICINA,Factura,Pedido,20286
18003797,1135.59,31/05/18,OFICINA,Factura,Pedido,16922
18004850,722.65,11/07/18,OFICINA,Factura,Pedido,20601
18004851,3278.07,28/06/18,OFICINA,Factura,Pedido,20601
18007128,560.37,03/10/18,OFICINA,Factura,Pedido,20601
18007129,129.17,03/10/18,OFICINA,Factura,Pedido,20601
18004029,1399.14,14/06/18,OFICINA,Factura,Pedido,19561
18004028,10830.34,14/06/18,OFICINA,Factura,Pedido,19627
18004027,3250.12,13/06/18,OFICINA,Factura,Pedido,16922
18004023,11.31,11/06/18,OFICINA,Factura,Pedido,29999
18004000,240.54,07/06/18,OFICINA,Factura,Pedido,19736
18003999,1150.14,07/06/18,OFICINA,Factura,Pedido,19260
18003998,293.42,07/06/18,OFICINA,Factura,Pedido,17315
18003997,136.63,07/06/18,OFICINA,Factura,Pedido,18052
18004803,69.35,05/07/18,OFICINA,Factura,Pedido,16922
18004804,657.23,05/07/18,OFICINA,Factura,Pedido,17720
18004805,532.08,05/07/18,OFICINA,Factura,Pedido,20601
18004807,459.94,05/07/18,OFICINA,Factura,Pedido,16922
18004808,86.09,05/07/18,OFICINA,Factura,Pedido,19736
18004810,393.30,05/07/18,OFICINA,Factura,Pedido,18976
18004811,3518.58,05/07/18,OFICINA,Factura,Pedido,20669
18004812,15.09,05/07/18,OFICINA,Factura,Pedido,19618
18004813,2163.62,05/07/18,OFICINA,Factura,Pedido,20664
18007482,59.75,11/10/18,OFICINA,Factura,Pedido,20733
18007483,343.92,11/10/18,OFICINA,Factura,Pedido,20602
18007484,245.64,11/10/18,OFICINA,Factura,Pedido,20425
18007485,147.91,11/10/18,OFICINA,Factura,Pedido,20682
18007486,333.72,11/10/18,OFICINA,Factura,Pedido,20431
18007487,105.16,11/10/18,OFICINA,Factura,Pedido,18976
18007488,21497.42,11/10/18,OFICINA,Factura,Pedido,20407
18007489,159.97,11/10/18,OFICINA,Factura,Pedido,20730
18007490,1228.46,11/10/18,OFICINA,Factura,Pedido,19260
18003448,3004.15,24/05/18,OFICINA,Factura,Pedido,20399
18007545,2300.90,16/10/18,OFICINA,Factura,Pedido,19851
18007546,15393.30,16/10/18,OFICINA,Factura,Pedido,19851
18003441,182.71,23/05/18,OFICINA,Factura,Pedido,20601
18003440,178.38,22/05/18,OFICINA,Factura,Pedido,20187
18003436,46.17,22/05/18,OFICINA,Factura,Pedido,20192
18003435,981.06,21/05/18,OFICINA,Factura,Pedido,19561
18003433,383.98,18/05/18,OFICINA,Factura,Pedido,20601
18003432,2222.85,18/05/18,OFICINA,Factura,Pedido,19561
18003409,210.71,17/05/18,OFICINA,Factura,Pedido,19736
18004852,225.67,28/06/18,OFICINA,Factura,Pedido,20601
18004853,147.77,12/07/18,OFICINA,Factura,Pedido,20677
18007298,1210.20,04/10/18,OFICINA,Factura,Pedido,16922
18007299,749.75,04/10/18,OFICINA,Factura,Pedido,19680
18007300,747.80,04/10/18,OFICINA,Factura,Pedido,20593
18007302,1469.27,04/10/18,OFICINA,Factura,Pedido,19260
18007303,83.27,04/10/18,OFICINA,Factura,Pedido,18364
18007332,4500.00,05/10/18,OFICINA,Factura,Pedido,18899
18003634,8177.19,29/05/18,OFICINA,Factura,Pedido,20634
18003630,27.13,25/05/18,OFICINA,Factura,Pedido,29999
18003609,75.05,24/05/18,OFICINA,Factura,Pedido,20343
18003608,2411.04,24/05/18,OFICINA,Factura,Pedido,20439
18003607,321.19,24/05/18,OFICINA,Factura,Pedido,19736
18003606,166.79,24/05/18,OFICINA,Factura,Pedido,20298
18003605,64.00,24/05/18,OFICINA,Factura,Pedido,19618
18003604,1427.89,24/05/18,OFICINA,Factura,Pedido,16922
18003603,20.01,24/05/18,OFICINA,Factura,Pedido,20618
18007480,996.05,11/10/18,OFICINA,Factura,Pedido,16922
18007481,51.78,11/10/18,OFICINA,Factura,Pedido,20671
18004436,42.09,28/06/18,OFICINA,Factura,Pedido,29999
18004435,28.09,28/06/18,OFICINA,Factura,Pedido,29999
18004434,20446.02,28/06/18,OFICINA,Factura,Pedido,16922
18004433,2772.53,26/06/18,OFICINA,Factura,Pedido,19561
18004409,173.46,21/06/18,OFICINA,Factura,Pedido,19736
18004408,1241.15,21/06/18,OFICINA,Factura,Pedido,19260
18004407,3049.50,21/06/18,OFICINA,Factura,Pedido,19861
18004406,63.02,21/06/18,OFICINA,Factura,Pedido,20286
18004405,37.89,21/06/18,OFICINA,Factura,Pedido,18500
18004404,94.68,21/06/18,OFICINA,Factura,Pedido,20128
18004403,927.95,21/06/18,OFICINA,Factura,Pedido,16922
18006683,902.25,13/09/18,OFICINA,Factura,Pedido,19260
18006682,140.99,13/09/18,OFICINA,Factura,Pedido,20621
18006681,479.35,13/09/18,OFICINA,Factura,Pedido,20407
18006680,455.80,13/09/18,OFICINA,Factura,Pedido,18976
18006678,336.84,13/09/18,OFICINA,Factura,Pedido,16922
18006903,208.03,21/09/18,OFICINA,Factura,Pedido,20715
18006904,326.67,21/09/18,OFICINA,Factura,Pedido,20720
18006906,554.33,21/09/18,OFICINA,Factura,Pedido,20715
18004602,127.09,28/06/18,OFICINA,Factura,Pedido,20601
18004601,7480.18,28/06/18,OFICINA,Factura,Pedido,19680
18004600,674.01,28/06/18,OFICINA,Factura,Pedido,16922
18004603,22.84,28/06/18,OFICINA,Factura,Pedido,19618
18004604,103.39,28/06/18,OFICINA,Factura,Pedido,20621
18004605,19.69,28/06/18,OFICINA,Factura,Pedido,19351
18004606,2394.86,28/06/18,OFICINA,Factura,Pedido,19260
18004607,152.27,28/06/18,OFICINA,Factura,Pedido,19736
18004632,1761.80,02/07/18,OFICINA,Factura,Pedido,18493
18004640,127.09,04/07/18,OFICINA,Factura,Pedido,20601
18004643,3913.46,05/07/18,OFICINA,Factura,Pedido,16922
18006706,115.34,17/09/18,OFICINA,Factura,Pedido,20425
18006705,18.62,17/09/18,OFICINA,Factura,Pedido,29999
18006874,569.71,20/09/18,OFICINA,Factura,Pedido,16922
18006875,337.12,20/09/18,OFICINA,Factura,Pedido,19680
18006876,712.22,20/09/18,OFICINA,Factura,Pedido,17720
18006878,107.85,20/09/18,OFICINA,Factura,Pedido,17315
18006879,3100.10,20/09/18,OFICINA,Factura,Pedido,19260
18006880,772.75,20/09/18,OFICINA,Factura,Pedido,20706
18004191,1252.75,14/06/18,OFICINA,Factura,Pedido,19260
18004190,318.69,14/06/18,OFICINA,Factura,Pedido,20417
18004189,33.12,14/06/18,OFICINA,Factura,Pedido,20519
18004188,441.12,14/06/18,OFICINA,Factura,Pedido,17720
18004187,879.17,14/06/18,OFICINA,Factura,Pedido,20637
18004186,1351.39,14/06/18,OFICINA,Factura,Pedido,19680
18004185,430.98,14/06/18,OFICINA,Factura,Pedido,16922
18004184,2370.82,14/06/18,OFICINA,Factura,Pedido,20620
18007089,1697.41,27/09/18,OFICINA,Factura,Pedido,16922
18007090,85.40,27/09/18,OFICINA,Factura,Pedido,20192
18007092,31.72,27/09/18,OFICINA,Factura,Pedido,17315
18007093,756.84,27/09/18,OFICINA,Factura,Pedido,18976
18007094,607.04,27/09/18,OFICINA,Factura,Pedido,19260
18007095,2248.23,27/09/18,OFICINA,Factura,Pedido,19986
18007123,59.91,01/10/18,OFICINA,Factura,Pedido,20456
18007124,78.75,01/10/18,OFICINA,Factura,Pedido,20601
18007125,307.60,01/10/18,OFICINA,Factura,Pedido,20601
18007126,4928.00,03/10/18,OFICINA,Factura,Pedido,18130
18007127,1688.20,03/10/18,OFICINA,Factura,Pedido,18493
18006907,10032.97,21/09/18,OFICINA,Factura,Pedido,20718
18006909,6.70,24/09/18,OFICINA,Factura,Pedido,19627
18006910,8.43,24/09/18,OFICINA,Factura,Pedido,19627
18006911,12.78,24/09/18,OFICINA,Factura,Pedido,29999
18006912,10240.02,25/09/18,OFICINA,Factura,Pedido,16922
18006920,118.29,27/09/18,OFICINA,Factura,Pedido,20727
18007037,26913.06,28/09/18,OFICINA,Factura,Pedido,16922
18004232,274.42,20/06/18,OFICINA,Factura,Pedido,16922
18004231,31.16,20/06/18,OFICINA,Factura,Pedido,16922
18004224,4500.00,18/06/18,OFICINA,Factura,Pedido,18899
18004223,17.38,18/06/18,OFICINA,Factura,Pedido,29999
18004222,24.90,18/06/18,OFICINA,Factura,Pedido,29999
18004221,272.05,18/06/18,OFICINA,Factura,Pedido,29999
18004220,36.96,18/06/18,OFICINA,Factura,Pedido,20519
18004219,1338.19,18/06/18,OFICINA,Factura,Pedido,20601
18004218,382.06,18/06/18,OFICINA,Factura,Pedido,20601
18004216,3034.72,14/06/18,OFICINA,Factura,Pedido,19561
18004193,780.00,14/06/18,OFICINA,Factura,Pedido,20646
18004192,138.61,14/06/18,OFICINA,Factura,Pedido,19736
18002684,255.72,19/04/18,OFICINA,Factura,Pedido,19736
18002683,715.06,19/04/18,OFICINA,Factura,Pedido,19260
18002682,45.48,19/04/18,OFICINA,Factura,Pedido,20286
18002681,48.62,19/04/18,OFICINA,Factura,Pedido,19145
18002680,3.19,19/04/18,OFICINA,Factura,Pedido,19618
18002679,41.32,19/04/18,OFICINA,Factura,Pedido,16922
18005193,910.77,19/07/18,OFICINA,Factura,Pedido,16922
18005194,16.59,19/07/18,OFICINA,Factura,Pedido,20671
18005195,2374.63,19/07/18,OFICINA,Factura,Pedido,20593
18005196,15.12,19/07/18,OFICINA,Factura,Pedido,20672
18005197,206.72,19/07/18,OFICINA,Factura,Pedido,20270
18005198,301.68,19/07/18,OFICINA,Factura,Pedido,17720
18005199,18.28,19/07/18,OFICINA,Factura,Pedido,20377
18005200,352.84,19/07/18,OFICINA,Factura,Pedido,20670
18005201,409.28,19/07/18,OFICINA,Factura,Pedido,17315
18005202,28.56,19/07/18,OFICINA,Factura,Pedido,20417
18008066,105.56,02/11/18,OFICINA,Factura,Pedido,29999
18008125,231.88,31/10/18,OFICINA,Factura,Pedido,16922
18008126,2184.92,31/10/18,OFICINA,Factura,Pedido,20726
18002867,1108.90,26/04/18,OFICINA,Factura,Pedido,20399
18007939,10156.85,25/10/18,OFICINA,Factura,Pedido,16922
18007940,796.19,25/10/18,OFICINA,Factura,Pedido,19680
18007941,12.96,25/10/18,OFICINA,Factura,Pedido,20671
18007942,413.72,25/10/18,OFICINA,Factura,Pedido,20425
18007943,31.90,25/10/18,OFICINA,Factura,Pedido,18976
18007944,481.56,25/10/18,OFICINA,Factura,Pedido,19260
18007974,17.06,26/10/18,OFICINA,Factura,Pedido,20601
18007975,1400.00,26/10/18,OFICINA,Factura,Pedido,18130
18007976,118.22,29/10/18,OFICINA,Factura,Pedido,29999
18007978,1282.22,29/10/18,OFICINA,Factura,Pedido,18052
18008026,1184.60,02/11/18,OFICINA,Factura,Pedido,18130
18002713,5302.22,25/04/18,OFICINA,Factura,Pedido,19627
18002710,892.88,24/04/18,OFICINA,Factura,Pedido,20274
18002707,5133.13,24/04/18,OFICINA,Factura,Pedido,19561
18002706,22.10,23/04/18,OFICINA,Factura,Pedido,20192
18002705,57.06,23/04/18,OFICINA,Factura,Pedido,20609
18002704,7465.59,20/04/18,OFICINA,Factura,Pedido,19561
18002703,1404.41,20/04/18,OFICINA,Factura,Pedido,19561
18008161,36.64,08/11/18,OFICINA,Factura,Pedido,29999
18006325,790.40,06/09/18,OFICINA,Factura,Pedido,18493
18006323,138.92,05/09/18,OFICINA,Factura,Pedido,20439
18006322,50.43,05/09/18,OFICINA,Factura,Pedido,20621
18006320,3962.76,04/09/18,OFICINA,Factura,Pedido,19561
18006318,2572.00,31/08/18,OFICINA,Factura,Pedido,18493
18006292,934.50,30/08/18,OFICINA,Factura,Pedido,18364
18006291,376.80,30/08/18,OFICINA,Factura,Pedido,20693
18006290,389.52,30/08/18,OFICINA,Factura,Pedido,20704
18006289,947.36,30/08/18,OFICINA,Factura,Pedido,19260
18006287,136.30,30/08/18,OFICINA,Factura,Pedido,18362
18006286,2806.46,30/08/18,OFICINA,Factura,Pedido,20703
18006285,121.61,30/08/18,OFICINA,Factura,Pedido,20672
18006284,557.74,30/08/18,OFICINA,Factura,Pedido,16922
18002343,2250.00,12/04/18,OFICINA,Factura,Pedido,20604
18002342,31.93,12/04/18,OFICINA,Factura,Pedido,20425
18002341,5931.79,10/04/18,OFICINA,Factura,Pedido,19561
18002340,120.59,10/04/18,OFICINA,Factura,Pedido,20597
18002337,25.72,09/04/18,OFICINA,Factura,Pedido,29999
18002529,3182.77,18/04/18,OFICINA,Factura,Pedido,20341
18002528,1318.00,18/04/18,OFICINA,Factura,Pedido,18130
18002526,4893.86,17/04/18,OFICINA,Factura,Pedido,19561
18002525,106.06,17/04/18,OFICINA,Factura,Pedido,29999
18002524,10.66,17/04/18,OFICINA,Factura,Pedido,29999
18002523,4500.00,16/04/18,OFICINA,Factura,Pedido,18899
18002506,302.12,12/04/18,OFICINA,Factura,Pedido,19736
18002505,3205.20,12/04/18,OFICINA,Factura,Pedido,18493
18002504,28.23,12/04/18,OFICINA,Factura,Pedido,19618
18002503,309.47,12/04/18,OFICINA,Factura,Pedido,20602
18002502,49.63,12/04/18,OFICINA,Factura,Pedido,16922
18002501,512.58,12/04/18,OFICINA,Factura,Pedido,20399
18002500,7818.86,12/04/18,OFICINA,Factura,Pedido,19561
18005229,1400.00,26/07/18,OFICINA,Factura,Pedido,20601
18008151,20.46,02/11/18,OFICINA,Factura,Pedido,29999
18008153,1461.62,06/11/18,OFICINA,Factura,Pedido,20718
18008155,8.65,05/11/18,OFICINA,Factura,Pedido,29999
18008158,1124.16,06/11/18,OFICINA,Factura,Pedido,20718
18008159,8.11,06/11/18,OFICINA,Factura,Pedido,29999
18005036,107.48,16/07/18,OFICINA,Factura,Pedido,29999
18005040,41.23,19/07/18,OFICINA,Factura,Pedido,20552
18006509,7737.92,12/09/18,OFICINA,Factura,Pedido,19627
18006506,58.56,11/09/18,OFICINA,Factura,Pedido,20601
18006505,4500.00,10/09/18,OFICINA,Factura,Pedido,18899
18006504,4500.00,10/09/18,OFICINA,Factura,Pedido,18899
18003234,641.11,14/05/18,OFICINA,Factura,Pedido,18052
18003233,507.92,11/05/18,OFICINA,Factura,Pedido,19561
18003213,170.06,10/05/18,OFICINA,Factura,Pedido,19736
18003212,1969.76,10/05/18,OFICINA,Factura,Pedido,19260
18003211,943.45,10/05/18,OFICINA,Factura,Pedido,20417
18003210,18.05,10/05/18,OFICINA,Factura,Pedido,19618
18003209,517.53,10/05/18,OFICINA,Factura,Pedido,17720
18003208,380.61,10/05/18,OFICINA,Factura,Pedido,16922
18003207,2546.15,10/05/18,OFICINA,Factura,Pedido,20399
18006481,2213.08,06/09/18,OFICINA,Factura,Pedido,19890
18007702,5128.87,18/10/18,OFICINA,Factura,Pedido,20718
18007703,4821.94,18/10/18,OFICINA,Factura,Pedido,16922
18007704,240.22,18/10/18,OFICINA,Factura,Pedido,19680
18003408,117.15,17/05/18,OFICINA,Factura,Pedido,19260
18003407,338.37,17/05/18,OFICINA,Factura,Pedido,20286
18003406,93.88,17/05/18,OFICINA,Factura,Pedido,20611
18003405,1621.77,17/05/18,OFICINA,Factura,Pedido,18872
18003404,492.33,17/05/18,OFICINA,Factura,Pedido,16922
18007547,634.11,16/10/18,OFICINA,Factura,Pedido,19851
18007548,825.00,17/10/18,OFICINA,Factura,Pedido,20407
18007549,2648.67,17/10/18,OFICINA,Factura,Pedido,19851
18007550,324.89,17/10/18,OFICINA,Factura,Pedido,20601
18007551,37.73,17/10/18,OFICINA,Factura,Pedido,20601
18007553,306.44,17/10/18,OFICINA,Factura,Pedido,20715
18007567,80.33,18/10/18,OFICINA,Factura,Pedido,20530
18005004,4347.86,12/07/18,OFICINA,Factura,Pedido,16922
